_c0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,hour,day_of_week,daily_spending,daily_transactions,distance,category_index,category_0,category_1,category_2,category_3,category_4,category_5,category_6,category_7,category_8,category_9,category_10,category_11,category_12
180527,2020-08-23T21:26:57.000Z,577588686219,fraud_Price Inc,shopping_net,1029.06,James,Strickland,M,25454 Leonard Lake,Spring Church,PA,15686,40.6153,-79.4545,972,Public relations account executive,1997-10-23T00:00:00.000Z,15cd963054fa4a828a152af851adf424,1377293217,39.962920000000004,-80.03583,1,21,1,1029.06,1,87.71196972427862,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192598,2020-08-27T23:28:41.000Z,583699482621,"fraud_Mosciski, Ziemann and Farrell",shopping_net,1060.3,Jennifer,Jones,F,5572 Kelly Plains Apt. 952,Waupaca,WI,54981,44.3481,-89.1101,15426,"Engineer, civil (contracting)",1936-07-22T00:00:00.000Z,1d611fa55fe31513ec9cd5bdbd367f22,1377646121,45.069316,-88.815242,1,23,5,1060.3,1,83.5119655465087,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257810,2020-09-23T18:34:20.000Z,586100864972,fraud_Little Ltd,kids_pets,21.29,Patrick,Bates,M,4481 Maldonado Hollow,Kirkwood,NY,13795,42.0695,-75.7967,3800,Advertising account executive,1968-07-06T00:00:00.000Z,30b831494e768b4ec8a1689f2f067c7d,1379961260,41.626334,-75.512342,1,18,4,21.29,1,54.61748192694958,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258100,2020-09-23T22:16:16.000Z,586100864972,"fraud_Nitzsche, Kessler and Wolff",shopping_pos,1090.31,Patrick,Bates,M,4481 Maldonado Hollow,Kirkwood,NY,13795,42.0695,-75.7967,3800,Advertising account executive,1968-07-06T00:00:00.000Z,ef4117135634b64963f0c18e9d9d60b6,1379974576,41.145569,-75.704756,1,22,4,1090.31,1,103.02042643972993,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258200,2020-09-23T23:31:05.000Z,586100864972,"fraud_Stehr, Jewess and Schimmel",misc_net,852.95,Patrick,Bates,M,4481 Maldonado Hollow,Kirkwood,NY,13795,42.0695,-75.7967,3800,Advertising account executive,1968-07-06T00:00:00.000Z,46e04abee75ae5063ae987c2e9c2659b,1379979065,41.275619,-75.879368,1,23,4,852.95,1,88.54215569605482,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
258241,2020-09-23T23:57:14.000Z,586100864972,"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,991.0,Patrick,Bates,M,4481 Maldonado Hollow,Kirkwood,NY,13795,42.0695,-75.7967,3800,Advertising account executive,1968-07-06T00:00:00.000Z,dea1fa89d6e883f3ec597efed4010b06,1379980634,41.802211,-75.655383,1,23,4,991.0,1,31.937258236353383,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432147,2020-12-04T23:03:25.000Z,630423337322,"fraud_Wuckert, Wintheiser and Friesen",home,257.51,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21T00:00:00.000Z,2181d4709303be1ecb03313309778084,1386198205,49.579889,-118.25379,1,23,6,257.51,1,77.02094368629291,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436071,2020-12-05T23:47:44.000Z,630423337322,fraud_Kassulke Inc,entertainment,419.52,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21T00:00:00.000Z,72f28fdacf2cdb29924861618f4d0479,1386287264,48.342876000000004,-118.35081000000001,1,23,7,419.52,1,61.464383118076626,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
357702,2020-11-07T03:06:20.000Z,630469040731,fraud_Conroy-Cruickshank,gas_transport,21.96,Meredith,Ayala,F,7107 Henderson Station,Cascade Locks,OR,97014,45.67100000000001,-121.8686,1288,Barrister,1936-05-01T00:00:00.000Z,577b5af6a7bc2242afc1cf597d8c2e70,1383793580,44.840338,-121.99807,1,3,7,21.96,1,92.91966034735391,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359215,2020-11-07T22:01:26.000Z,630469040731,fraud_Emmerich-Rau,personal_care,51.43,Meredith,Ayala,F,7107 Henderson Station,Cascade Locks,OR,97014,45.67100000000001,-121.8686,1288,Barrister,1936-05-01T00:00:00.000Z,de2cdf488416da74fb7044adc6658e6a,1383861686,45.632096000000004,-122.30568600000001,1,22,7,51.43,1,34.24786752700354,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
492284,2020-12-17T23:46:50.000Z,639046421587,fraud_Kassulke PLC,shopping_net,835.25,Dylan,Bonilla,M,2497 John Motorway Suite 922,Leetsdale,PA,15056,40.5662,-80.2099,1140,"Administrator, education",1986-06-20T00:00:00.000Z,ce6f26645fea47870406746d8b901f62,1387324010,41.424378000000004,-80.12758000000001,1,23,5,835.25,1,95.67479557183503,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56269,2020-07-10T22:42:44.000Z,675961917837,fraud_Koepp-Parker,grocery_pos,333.89,Christopher,Cummings,M,478 George Course Apt. 056,Sprague,NE,68438,40.6267,-96.7456,142,Chiropodist,1967-08-24T00:00:00.000Z,66462ae5ee8d35ae01d7ab1b1476e9df,1373496164,40.96852,-97.18462099999999,1,22,6,333.89,1,53.012730846802725,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56359,2020-07-10T23:26:13.000Z,675961917837,fraud_Pouros-Haag,shopping_pos,951.91,Christopher,Cummings,M,478 George Course Apt. 056,Sprague,NE,68438,40.6267,-96.7456,142,Chiropodist,1967-08-24T00:00:00.000Z,500a7aa27091cfba2eae84407520a2e0,1373498773,41.065633,-96.19127900000001,1,23,6,951.91,1,67.49938023414717,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58731,2020-07-11T23:37:59.000Z,675961917837,"fraud_Schmeler, Bashirian and Price",shopping_net,953.63,Christopher,Cummings,M,478 George Course Apt. 056,Sprague,NE,68438,40.6267,-96.7456,142,Chiropodist,1967-08-24T00:00:00.000Z,49329802eaf46732881a7c863e053f94,1373585879,39.819651,-96.024907,1,23,7,953.63,1,108.61373475499735,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113702,2020-07-31T01:08:13.000Z,676173792455,fraud_Wolf Inc,grocery_pos,285.44,Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",1961-04-25T00:00:00.000Z,497e1acbfe2840703c97aee3f965c624,1375232893,34.833899,-119.41516100000001,1,1,6,285.44,1,123.20016950595088,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336518,2020-10-27T23:23:56.000Z,676281772837,fraud_Volkman-Predovic,shopping_net,882.81,Alicia,Bishop,F,222 Freeman Islands,Whigham,GA,39897,30.8836,-84.3246,3430,"Editor, commissioning",1950-03-25T00:00:00.000Z,9d58144dd768e67ba70a0ca0086f39a0,1382916236,30.716668,-83.632871,1,23,3,882.81,1,68.62615865563899,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256873,2020-09-23T02:38:48.000Z,676369110710,"fraud_Greenholt, Jacobi and Gleason",gas_transport,9.34,David,Wolfe,M,81261 Garcia Underpass Suite 741,Southfield,MI,48034,42.4969,-83.2911,75830,"Engineer, automotive",1974-12-28T00:00:00.000Z,d27d3fbc162cdb55f124209275075412,1379903928,42.971903000000005,-83.64549699999999,1,2,4,9.34,1,60.22888318413502,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258249,2020-09-24T00:07:53.000Z,676369110710,fraud_Corwin-Gorczany,misc_net,808.71,David,Wolfe,M,81261 Garcia Underpass Suite 741,Southfield,MI,48034,42.4969,-83.2911,75830,"Engineer, automotive",1974-12-28T00:00:00.000Z,e198fc32467c0f4a61ff6fe6c030d38b,1379981273,42.823043,-82.305778,1,0,5,808.71,1,88.35589708184952,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
258413,2020-09-24T03:01:59.000Z,676369110710,fraud_O'Keefe-Hudson,grocery_pos,275.59,David,Wolfe,M,81261 Garcia Underpass Suite 741,Southfield,MI,48034,42.4969,-83.2911,75830,"Engineer, automotive",1974-12-28T00:00:00.000Z,1677a3bb1b519d75c840b0c8b96781f8,1379991719,42.503394,-83.72846700000001,1,3,5,275.59,1,35.86314877276379,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343617,2020-11-01T00:54:51.000Z,4026222041577,fraud_Lemke-Gutmann,shopping_net,910.3,Debbie,Payne,F,204 Ashley Neck Apt. 169,Preston,CT,6365,41.5224,-71.9934,4720,Broadcast presenter,1977-05-18T00:00:00.000Z,2d666feb2c7b048d6bf42042bf9cf6d9,1383267291,40.867269,-72.246289,1,0,1,910.3,1,75.8579682377447,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343752,2020-11-01T02:27:22.000Z,4026222041577,fraud_Medhurst PLC,shopping_net,1000.87,Debbie,Payne,F,204 Ashley Neck Apt. 169,Preston,CT,6365,41.5224,-71.9934,4720,Broadcast presenter,1977-05-18T00:00:00.000Z,e81e4ba315d0c2ca81719835a0112ddd,1383272842,42.454688,-72.521372,1,2,1,1000.87,1,112.47466061254586,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343823,2020-11-01T03:20:30.000Z,4026222041577,fraud_Bailey-Morar,grocery_pos,335.74,Debbie,Payne,F,204 Ashley Neck Apt. 169,Preston,CT,6365,41.5224,-71.9934,4720,Broadcast presenter,1977-05-18T00:00:00.000Z,d9f33db6a4d62f944f910a227e19e83c,1383276030,41.135366999999995,-72.07678100000001,1,3,1,335.74,1,43.59563430767252,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385968,2020-11-18T23:37:56.000Z,4066595222529,fraud_Mohr-Bayer,shopping_net,902.81,Jamie,Olson,F,3423 Michael Canyon Suite 276,River,KY,41254,37.8795,-82.7251,571,Quarry manager,1931-03-07T00:00:00.000Z,096e5bace63bfaddc606e1a1a44c5320,1384817876,37.426532,-81.923358,1,23,4,902.81,1,86.70999071724944,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368507,2020-11-10T22:55:30.000Z,4103158249977,"fraud_Altenwerth, Cartwright and Koss",shopping_net,1160.11,Christopher,Adkins,M,3512 Knight Center,Lorenzo,TX,79343,33.6666,-101.5277,1571,Petroleum engineer,1982-06-27T00:00:00.000Z,22d872cf5289216df7f34a4fb253e9eb,1384124130,34.621382000000004,-100.550732,1,22,3,1160.11,1,139.12033409862113,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362137,2020-11-09T00:05:51.000Z,4169388510116,fraud_Bins-Rice,gas_transport,19.83,Marcia,Molina,F,6744 Jimmy Extensions,Port Gibson,NY,14537,43.033,-77.1575,207,Database administrator,1962-09-27T00:00:00.000Z,ac443965bc35d1c6a8581538da2e1c85,1383955551,44.02402,-76.926858,1,0,2,19.83,1,111.75402656814832,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91637,2020-07-22T22:36:12.000Z,4195740185974,"fraud_Rohan, White and Aufderhar",misc_net,897.8,Benjamin,Robinson,M,0701 John Ranch,Portland,OR,97210,45.5303,-122.7033,841711,"Engineer, building services",1963-04-04T00:00:00.000Z,0916d6c3e5a18e696b01b30b1d5df98c,1374532572,45.545722,-123.244956,1,22,4,897.8,1,42.22159355789006,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
93728,2020-07-23T23:05:05.000Z,4195740185974,fraud_Lemke-Gutmann,shopping_net,1042.2,Benjamin,Robinson,M,0701 John Ranch,Portland,OR,97210,45.5303,-122.7033,841711,"Engineer, building services",1963-04-04T00:00:00.000Z,88bce5e3c5f6e0cd0cf3aaa48be41441,1374620705,45.053653999999995,-121.732743,1,23,5,1042.2,1,92.59039958495735,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259810,2020-09-24T22:42:18.000Z,4427805710168,fraud_Gleason-Macejkovic,shopping_net,914.35,Michelle,Rodriguez,F,1742 Brandon Squares Apt. 461,Ruidoso,NM,88355,33.3305,-105.6933,8874,Licensed conveyancer,2000-08-16T00:00:00.000Z,1b0e73c664a05a9be0bbfb30ec4005bc,1380062538,34.314129,-105.531025,1,22,5,914.35,1,110.39698985246628,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261717,2020-09-25T22:55:17.000Z,4427805710168,"fraud_Mosciski, Ziemann and Farrell",shopping_net,966.17,Michelle,Rodriguez,F,1742 Brandon Squares Apt. 461,Ruidoso,NM,88355,33.3305,-105.6933,8874,Licensed conveyancer,2000-08-16T00:00:00.000Z,7561e349e89afaa612d7002e90c9c688,1380149717,32.991018,-105.458003,1,22,6,966.17,1,43.64275884697911,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184565,2020-08-24T21:49:08.000Z,4471568287204,fraud_Kerluke Inc,misc_net,664.85,Dakota,Maldonado,M,369 Cochran Radial,Pelham,NC,27311,36.4899,-79.4736,3402,Insurance underwriter,1927-10-24T00:00:00.000Z,71093ed5b9949c06a50fb6ac132e66c4,1377380948,37.125873,-78.610794,1,21,2,664.85,1,104.40821114893518,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
136032,2020-08-08T02:40:39.000Z,4476840372112,"fraud_Johnson, Runolfsdottir and Mayer",misc_net,762.62,Steven,Walters,M,3206 Hall Divide Suite 282,Woodville,AL,35776,34.6689,-86.2296,3395,"Editor, commissioning",1979-01-21T00:00:00.000Z,62ad0340ed20d75709c28d938209fca3,1375929639,34.249657,-85.394735,1,2,7,762.62,1,89.62133053340396,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
325721,2020-10-23T23:39:49.000Z,4481131401752,"fraud_Schmeler, Bashirian and Price",shopping_net,1140.55,Frank,Foster,M,37910 Ward Lights,Shrewsbury,MA,1545,42.2848,-71.7205,35299,English as a second language teacher,1975-04-30T00:00:00.000Z,54cd6f816cd823d84c4961dee4ee46bd,1382571589,41.979828000000005,-72.197301,1,23,6,1140.55,1,51.92167707773687,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401637,2020-11-25T23:29:42.000Z,4505383113689,fraud_Friesen Inc,shopping_pos,1032.63,Alicia,Hawkins,F,507 John Overpass Suite 424,Harwood,MD,20776,38.8582,-76.6145,3289,Quantity surveyor,1933-03-15T00:00:00.000Z,cf6672fe469967fbad959fc3ea69bf31,1385422182,37.988316,-77.51156999999999,1,23,4,1032.63,1,124.34939273374935,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237208,2020-09-14T20:47:51.000Z,4586260469584,fraud_Fisher Inc,shopping_net,990.11,Melody,Thompson,F,0362 Anderson Wall,Mound City,MO,64470,40.1362,-95.2138,1631,Architect,1953-01-20T00:00:00.000Z,786f8b7dd66feacda8e55a5d2f749978,1379191671,40.80746,-95.912738,1,20,2,990.11,1,95.21836699724315,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237592,2020-09-14T23:00:16.000Z,4586260469584,fraud_DuBuque LLC,grocery_pos,305.08,Melody,Thompson,F,0362 Anderson Wall,Mound City,MO,64470,40.1362,-95.2138,1631,Architect,1953-01-20T00:00:00.000Z,a8a1f104a4a2865d1f6c1d51603668d6,1379199616,39.744929,-94.85713299999999,1,23,2,305.08,1,53.08001504387831,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
